listing_date,snapshot_date,source,brand,model,year,km,engine_cc,price,region,province,seller_type,is_2stroke,condition_score,has_documents,url
2024-04-22,2024-04-30,market-snapshot,cagiva,elefant 900,1993.0,50000.0,,8000,toscana,pi,privato,False,3,True,listing://enduro-market/000890
2024-04-22,2024-04-30,market-snapshot,fantic motor,caballero 4m 1976,1976.0,200.0,,1800,emilia-romagna,bo,privato,False,3,True,listing://enduro-market/000891
2024-04-22,2024-04-30,market-snapshot,yamaha,fj 1200,,,,2500,,,rivenditore,False,3,True,listing://enduro-market/000892
2024-04-22,2024-04-30,market-snapshot,yamaha,xz 550,1985.0,26500.0,,2250,lombardia,mb,privato,False,3,True,listing://enduro-market/000893
2024-04-22,2024-04-30,market-snapshot,yamaha,fzr 600 r,1995.0,39000.0,600.0,4900,lombardia,mi,rivenditore,False,3,True,listing://enduro-market/000894
2024-04-22,2024-04-30,market-snapshot,yamaha,xt 600,1987.0,87000.0,600.0,2300,trentino-alto adige,tn,privato,False,3,True,listing://enduro-market/000895
2024-04-23,2024-04-30,market-snapshot,cagiva,elefant 125,1984.0,16538.0,125.0,600,emilia-romagna,mo,privato,False,3,True,listing://enduro-market/000896
2024-04-23,2024-04-30,market-snapshot,yamaha,xt600,1984.0,35000.0,,3900,lombardia,bg,privato,False,3,True,listing://enduro-market/000897
2024-04-23,2024-04-30,market-snapshot,yamaha,sr500,1994.0,33.0,,3220,campania,ce,privato,False,3,True,listing://enduro-market/000898
2024-04-23,2024-04-30,market-snapshot,yamaha,xt 600 43f,1985.0,67000.0,600.0,2600,toscana,fi,privato,False,3,True,listing://enduro-market/000899
2024-04-23,2024-04-30,market-snapshot,gasgas,es 700 (2022 - 24),2022.0,,,10000,,,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000900
2024-04-23,2024-04-30,market-snapshot,gasgas,mc 250 f (2022),2022.0,70.0,250.0,5500,lombardia,cr,privato,False,3,True,listing://enduro-market/000901
2024-04-24,2024-04-30,market-snapshot,yamaha,tz 250 nico baker,1979.0,0.0,250.0,12000,lombardia,mi,rivenditore,False,3,True,listing://enduro-market/000902
2024-04-24,2024-04-30,market-snapshot,yamaha,xt 600 z tenerè 1vj,1986.0,23000.0,600.0,1950,emilia-romagna,fe,privato,False,3,True,listing://enduro-market/000903
2024-04-24,2024-04-30,market-snapshot,gasgas,es 700 (2022 - 24),2022.0,1900.0,,9550,lazio,rm,concessionario altre marche,False,3,True,listing://enduro-market/000904
2024-04-24,2024-04-30,market-snapshot,gasgas,es 700 (2022 - 24),2022.0,1000.0,,9490,lazio,rm,concessionario altre marche,False,3,True,listing://enduro-market/000905
2024-04-24,2024-04-30,market-snapshot,gasgas,mc 125 (2023),2023.0,1.0,125.0,6500,marche,an,concessionario altre marche,False,3,True,listing://enduro-market/000906
2024-04-24,2024-04-30,market-snapshot,gasgas,txt 125 pro racing (2018),2018.0,1000.0,125.0,3100,piemonte,to,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000907
2024-04-24,2024-04-30,market-snapshot,gasgas,txt 300 gp (2022 - 23),2022.0,1000.0,300.0,7000,piemonte,to,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000908
2024-04-25,2024-04-30,market-snapshot,gasgas,mc 125 (2022),2022.0,80.0,125.0,5600,liguria,ge,privato,False,3,True,listing://enduro-market/000909
2024-04-26,2024-04-30,market-snapshot,fantic motor,caballero tx 96,1973.0,1.0,,1499,lombardia,mi,rivenditore,False,3,True,listing://enduro-market/000910
2024-04-29,2024-04-30,market-snapshot,fantic motor,trial 301.2,1986.0,5000.0,,1500,liguria,im,privato,False,3,True,listing://enduro-market/000911
2024-04-30,2024-04-30,market-snapshot,fantic motor,koala 50,1987.0,2600.0,,2500,piemonte,to,concessionario ufficiale fantic motor,False,3,True,listing://enduro-market/000912
2024-04-30,2024-04-30,market-snapshot,gasgas,ec 300 tpi (2023),2023.0,1500.0,300.0,6700,veneto,bl,privato,True,3,True,listing://enduro-market/000913
2024-05-02,2024-05-31,market-snapshot,ktm,350 gs,,,350.0,5000,,,privato,False,3,True,listing://enduro-market/000914
2024-05-03,2024-05-31,market-snapshot,ktm,250 gs,1973.0,1.0,250.0,10900,emilia-romagna,re,rivenditore,False,3,True,listing://enduro-market/000915
2024-05-03,2024-05-31,market-snapshot,ktm,100 gs,1975.0,0.0,,6100,emilia-romagna,re,rivenditore,False,3,True,listing://enduro-market/000916
2024-05-03,2024-05-31,market-snapshot,ktm,250 cross,1978.0,1.0,250.0,11600,emilia-romagna,re,rivenditore,False,3,True,listing://enduro-market/000917
2024-05-06,2024-05-31,market-snapshot,ktm,mc80,1979.0,1000.0,,2500,toscana,fi,privato,False,3,True,listing://enduro-market/000918
2024-05-07,2024-05-31,market-snapshot,ktm,250 cr,1981.0,1000.0,250.0,3500,emilia-romagna,re,privato,False,3,True,listing://enduro-market/000919
2024-05-07,2024-05-31,market-snapshot,ktm,250 gs 1981,1981.0,1000.0,250.0,3900,emilia-romagna,re,privato,False,3,True,listing://enduro-market/000920
2024-05-07,2024-05-31,market-snapshot,ktm,mc 250,1979.0,1.0,250.0,2500,lombardia,va,concessionario altre marche,False,3,True,listing://enduro-market/000921
2024-05-08,2024-05-31,market-snapshot,ktm,gs 340,1976.0,0.0,,8500,veneto,vr,rivenditore,False,3,True,listing://enduro-market/000922
2024-05-08,2024-05-31,market-snapshot,ktm,gs 400,1977.0,0.0,400.0,8800,veneto,vr,rivenditore,False,3,True,listing://enduro-market/000923
2024-05-09,2024-05-31,market-snapshot,ktm,690 enduro r (2022 - 24),2022.0,,690.0,9990,,,rivenditore,False,3,True,listing://enduro-market/000924
2024-05-10,2024-05-31,market-snapshot,fantic motor,rc 125,1976.0,0.0,125.0,1700,emilia-romagna,mo,privato,False,3,True,listing://enduro-market/000925
2024-05-10,2024-05-31,market-snapshot,ktm,690 enduro r (2012 - 17),2012.0,30000.0,690.0,5500,liguria,im,privato,False,3,True,listing://enduro-market/000926
2024-05-11,2024-05-31,market-snapshot,ktm,690 enduro (2009 - 11),2009.0,24800.0,690.0,4700,piemonte,cn,privato,False,3,True,listing://enduro-market/000927
2024-05-15,2024-05-31,market-snapshot,ktm,690 enduro r (2022 - 24),2022.0,10.0,690.0,11480,piemonte,no,concessionario ufficiale ktm,False,3,True,listing://enduro-market/000928
2024-05-17,2024-05-31,market-snapshot,ktm,690 enduro r (2012 - 17),2012.0,23462.0,690.0,7990,toscana,fi,concessionario ufficiale ktm,False,3,True,listing://enduro-market/000929
2024-05-18,2024-05-31,market-snapshot,ktm,690 enduro r (2012 - 17),2012.0,27655.0,690.0,6500,friuli-venezia giulia,ts,privato,False,3,True,listing://enduro-market/000930
2024-05-20,2024-05-31,market-snapshot,ktm,690 enduro (2009 - 11),2009.0,6000.0,690.0,5600,emilia-romagna,mo,privato,False,3,True,listing://enduro-market/000931
2024-05-21,2024-05-31,market-snapshot,ktm,690 enduro r (2022 - 24),2022.0,1.0,690.0,11480,lombardia,mi,concessionario ufficiale ktm,False,3,True,listing://enduro-market/000932
2024-05-21,2024-05-31,market-snapshot,ktm,690 enduro r (2022 - 24),2022.0,1.0,690.0,11490,liguria,ge,concessionario ufficiale ktm,False,3,True,listing://enduro-market/000933
2024-06-09,2024-06-30,market-snapshot,betamotor,rr 125 4t motard (2006 - 11),2006.0,45000.0,125.0,1500,piemonte,to,privato,False,3,True,listing://enduro-market/000934
2024-06-15,2024-06-30,market-snapshot,betamotor,rr 400 4t enduro (2013),2013.0,6000.0,400.0,4200,lazio,rm,privato,False,3,True,listing://enduro-market/000935
2024-06-17,2024-06-30,market-snapshot,betamotor,rr 350 4t enduro (2014),2014.0,110.0,350.0,5690,toscana,fi,concessionario altre marche,False,3,True,listing://enduro-market/000936
2024-06-17,2024-06-30,market-snapshot,gasgas,ec 250 (2021),2021.0,47.0,250.0,7990,toscana,fi,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000937
2024-06-17,2024-06-30,market-snapshot,gasgas,ec 300 (2022),2022.0,66.0,300.0,7690,toscana,fi,concessionario ufficiale gasgas,True,3,True,listing://enduro-market/000938
2024-06-18,2024-06-30,market-snapshot,betamotor,xtrainer 300 2t (2022),2022.0,66.0,300.0,5000,emilia-romagna,bo,privato,True,3,True,listing://enduro-market/000939
2024-06-19,2024-06-30,market-snapshot,gasgas,ec 300 (2024),2024.0,28.0,300.0,8790,trentino-alto adige,bz,concessionario ufficiale gasgas,True,3,True,listing://enduro-market/000940
2024-06-19,2024-06-30,market-snapshot,gasgas,mc 250 f (2022),2022.0,,250.0,7600,,,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000941
2024-06-19,2024-06-30,market-snapshot,gasgas,mc 250 f (2023),2023.0,0.0,250.0,8200,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000942
2024-06-19,2024-06-30,market-snapshot,gasgas,mc 450 f (2022),2022.0,85.0,450.0,4700,lombardia,lo,privato,False,3,True,listing://enduro-market/000943
2024-06-19,2024-06-30,market-snapshot,gasgas,mc 450 f (2023),2023.0,0.0,450.0,8550,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000944
2024-06-19,2024-06-30,market-snapshot,gasgas,txt 280 pro h racing (2009 - 14),2009.0,200.0,,2500,liguria,sv,privato,False,3,True,listing://enduro-market/000945
2024-06-20,2024-06-30,market-snapshot,gasgas,ec 250 f (2021),2021.0,1000.0,250.0,6300,emilia-romagna,re,privato,False,3,True,listing://enduro-market/000946
2024-06-21,2024-06-30,market-snapshot,betamotor,motard 4.0 m4 (2006 - 11),2006.0,26000.0,,2500,lombardia,bs,concessionario altre marche,False,3,True,listing://enduro-market/000947
2024-06-21,2024-06-30,market-snapshot,betamotor,re 125 4t,,,125.0,2300,,,concessionario altre marche,False,3,True,listing://enduro-market/000948
2024-06-21,2024-06-30,market-snapshot,betamotor,rr 125 4t enduro ac (2010 - 17),2010.0,6000.0,125.0,2900,lombardia,bs,concessionario altre marche,False,3,True,listing://enduro-market/000949
2024-06-21,2024-06-30,market-snapshot,betamotor,rr 300 2t enduro (2019),2019.0,4090.0,300.0,5300,emilia-romagna,mo,concessionario altre marche,True,3,True,listing://enduro-market/000950
2024-06-21,2024-06-30,market-snapshot,betamotor,rr 50 motard sport (2018 - 20),2018.0,3000.0,,3000,lombardia,bs,rivenditore,False,3,True,listing://enduro-market/000951
2024-07-01,2024-07-31,market-snapshot,betamotor,rr 125 4t enduro ac (2010 - 17),2010.0,6306.0,125.0,5300,lombardia,bs,concessionario altre marche,False,3,True,listing://enduro-market/000952
2024-07-12,2024-07-31,market-snapshot,gasgas,ec 250 (2021),2021.0,46.0,250.0,4600,toscana,fi,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000953
2024-07-15,2024-07-31,market-snapshot,gasgas,mc 450 f (2022),2022.0,109.0,450.0,5800,lombardia,lo,privato,False,3,True,listing://enduro-market/000954
2024-07-16,2024-07-31,market-snapshot,betamotor,motard 4.0 m4 (2006 - 11),2006.0,27793.0,,5450,lombardia,bs,concessionario altre marche,False,3,True,listing://enduro-market/000955
2024-07-17,2024-07-31,market-snapshot,betamotor,rr 125 4t motard (2006 - 11),2006.0,54195.0,125.0,6350,piemonte,to,privato,False,3,True,listing://enduro-market/000956
2024-07-18,2024-07-31,market-snapshot,gasgas,mc 450 f (2022),2022.0,82.0,450.0,5450,lombardia,lo,privato,False,3,True,listing://enduro-market/000957
2024-07-26,2024-07-31,market-snapshot,betamotor,rr 125 4t motard (2006 - 11),2006.0,45234.0,125.0,4800,piemonte,to,privato,False,3,True,listing://enduro-market/000958
2024-07-28,2024-07-31,market-snapshot,gasgas,mc 450 f (2022),2022.0,70.0,450.0,5650,lombardia,lo,privato,False,3,True,listing://enduro-market/000959
2024-07-29,2024-07-31,market-snapshot,gasgas,mc 250 f (2023),2023.0,0.0,250.0,4950,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000960
2024-07-30,2024-07-31,market-snapshot,betamotor,rr 125 4t motard (2006 - 11),2006.0,39598.0,125.0,5100,piemonte,to,privato,False,3,True,listing://enduro-market/000961
2024-08-08,2024-08-31,market-snapshot,betamotor,rr 125 4t motard (2006 - 11),2006.0,24472.0,125.0,5150,piemonte,to,privato,False,3,True,listing://enduro-market/000962
2024-08-12,2024-08-31,market-snapshot,betamotor,re 125 4t,,,125.0,5150,,,concessionario altre marche,False,3,True,listing://enduro-market/000963
2024-08-17,2024-08-31,market-snapshot,betamotor,re 125 4t,,,125.0,4850,,,concessionario altre marche,False,3,True,listing://enduro-market/000964
2024-08-17,2024-08-31,market-snapshot,gasgas,mc 250 f (2022),2022.0,63.0,250.0,4000,lombardia,bs,privato,False,3,True,listing://enduro-market/000965
2024-08-17,2024-08-31,market-snapshot,gasgas,mc 450 f (2023),2023.0,0.0,450.0,5400,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000966
2024-08-25,2024-08-31,market-snapshot,gasgas,mc 450 f (2023),2023.0,0.0,450.0,6650,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000967
2024-08-27,2024-08-31,market-snapshot,betamotor,xtrainer 300 2t (2022),2022.0,47.0,300.0,6050,emilia-romagna,bo,privato,True,3,True,listing://enduro-market/000968
2024-08-29,2024-08-31,market-snapshot,gasgas,mc 250 f (2023),2023.0,0.0,250.0,4800,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000969
2024-08-30,2024-08-31,market-snapshot,husqvarna,701 enduro (2017 - 19),2017.0,22918.0,701.0,4100,liguria,sv,privato,False,3,True,listing://enduro-market/000970
2024-08-31,2024-08-31,market-snapshot,gasgas,txt 280 racing (2021),2021.0,20.0,,5250,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000971
2024-09-01,2024-09-30,market-snapshot,gasgas,mc 250 f (2022),2022.0,49.0,250.0,5750,lombardia,bs,privato,False,3,True,listing://enduro-market/000972
2024-09-05,2024-09-30,market-snapshot,gasgas,txt 300 racing (2022 - 23),2022.0,1.0,300.0,5050,piemonte,to,concessionario altre marche,False,3,True,listing://enduro-market/000973
2024-09-16,2024-09-30,market-snapshot,gasgas,txt 280 racing (2021),2021.0,20.0,,5500,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000974
2024-09-19,2024-09-30,market-snapshot,gasgas,mc 250 (2022),2022.0,,250.0,5550,,,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000975
2024-09-20,2024-09-30,market-snapshot,gasgas,txt 280 racing (2021),2021.0,15.0,,6800,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000976
2024-09-21,2024-09-30,market-snapshot,gasgas,txt 300 pro h (2009 - 14),2009.0,1906.0,300.0,6350,lombardia,bs,concessionario altre marche,False,3,True,listing://enduro-market/000977
2024-09-25,2024-09-30,market-snapshot,gasgas,txt 300 pro h (2009 - 14),2009.0,,300.0,8300,,,concessionario altre marche,False,3,True,listing://enduro-market/000978
2024-09-26,2024-09-30,market-snapshot,husqvarna,701 enduro (2017 - 19),2017.0,28046.0,701.0,6100,liguria,sv,privato,False,3,True,listing://enduro-market/000979
2024-09-29,2024-09-30,market-snapshot,gasgas,txt 280 racing (2021),2021.0,24.0,,6600,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000980
2024-09-30,2024-09-30,market-snapshot,gasgas,mc 250 f (2022),2022.0,40.0,250.0,5550,lombardia,bs,privato,False,3,True,listing://enduro-market/000981
2024-10-17,2024-10-31,market-snapshot,gasgas,mc 250 (2022),2022.0,,250.0,4950,,,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000982
2024-10-23,2024-10-31,market-snapshot,gasgas,txt 300 racing (2022 - 23),2022.0,1.0,300.0,6750,piemonte,to,concessionario altre marche,False,3,True,listing://enduro-market/000983
2024-10-25,2024-10-31,market-snapshot,husqvarna,701 enduro (2017 - 19),2017.0,26000.0,701.0,6750,liguria,sv,privato,False,3,True,listing://enduro-market/000984
2024-10-30,2024-10-31,market-snapshot,gasgas,mc 250 f (2022),2022.0,51.0,250.0,5200,lombardia,bs,privato,False,3,True,listing://enduro-market/000985
2024-10-30,2024-10-31,market-snapshot,gasgas,mc 250 (2022),2022.0,,250.0,5990,,,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000986
2024-10-30,2024-10-31,market-snapshot,gasgas,mc 450 f (2023),2023.0,1.0,450.0,8590,abruzzo,ch,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000987
2024-10-31,2024-10-31,market-snapshot,gasgas,txt 280 racing (2021),2021.0,18.0,,5590,lombardia,bg,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000988
2024-10-31,2024-10-31,market-snapshot,gasgas,txt 300 pro h (2009 - 14),2009.0,2000.0,300.0,2600,lombardia,bs,concessionario altre marche,False,3,True,listing://enduro-market/000989
2024-10-31,2024-10-31,market-snapshot,gasgas,txt 300 pro h (2009 - 14),2009.0,,300.0,2600,,,concessionario altre marche,False,3,True,listing://enduro-market/000990
2024-10-31,2024-10-31,market-snapshot,gasgas,txt 300 racing (2022 - 23),2022.0,1.0,300.0,5800,piemonte,to,concessionario altre marche,False,3,True,listing://enduro-market/000991
2024-11-01,2024-11-30,market-snapshot,gasgas,txt 125 gp (2022 - 23),2022.0,1000.0,125.0,4500,piemonte,to,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000992
2024-11-01,2024-11-30,market-snapshot,gasgas,txt 125 gp (2022 - 23),2022.0,1000.0,125.0,4500,piemonte,to,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/000993
2024-11-02,2024-11-30,market-snapshot,gasgas,ec 300 (2006 - 07),2006.0,4000.0,300.0,2500,umbria,pg,privato,True,3,True,listing://enduro-market/000994
2024-11-02,2024-11-30,market-snapshot,gasgas,ec 300 (2006 - 07),2006.0,4000.0,300.0,2500,umbria,pg,privato,True,3,True,listing://enduro-market/000995
2024-11-02,2024-11-30,market-snapshot,gasgas,mc 250 f (2022),2022.0,71.0,250.0,5700,piemonte,to,concessionario altre marche,False,3,True,listing://enduro-market/000996
2024-11-02,2024-11-30,market-snapshot,gasgas,mc 250 f (2022),2022.0,71.0,250.0,5700,piemonte,to,concessionario altre marche,False,3,True,listing://enduro-market/000997
2024-11-04,2024-11-30,market-snapshot,gasgas,ec 250 (2024),2024.0,97.0,250.0,7500,lombardia,mn,concessionario altre marche,False,3,True,listing://enduro-market/000998
2024-11-04,2024-11-30,market-snapshot,gasgas,ec 250 (2024),2024.0,97.0,250.0,7500,lombardia,mn,concessionario altre marche,False,3,True,listing://enduro-market/000999
2024-11-04,2024-11-30,market-snapshot,gasgas,ec 250 (2024),2024.0,97.0,250.0,7500,emilia-romagna,pr,rivenditore,False,3,True,listing://enduro-market/001000
2024-11-04,2024-11-30,market-snapshot,gasgas,mc 250 f (2021),2021.0,87.0,250.0,4450,piemonte,to,concessionario altre marche,False,3,True,listing://enduro-market/001001
2024-11-04,2024-11-30,market-snapshot,gasgas,txt 300 pro racing (2017),2017.0,100.0,300.0,3100,piemonte,to,concessionario altre marche,False,3,True,listing://enduro-market/001002
2024-11-04,2024-11-30,market-snapshot,ktm,450 sx-f (2019),2019.0,,450.0,4700,,,concessionario ufficiale ktm,False,3,True,listing://enduro-market/001003
2024-11-05,2024-11-30,market-snapshot,gasgas,sm 700 (2022 - 24),2022.0,300.0,,9500,lombardia,mi,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/001004
2024-11-05,2024-11-30,market-snapshot,gasgas,txt 280 racing (2022 - 23),2022.0,1000.0,,6700,piemonte,to,concessionario ufficiale gasgas,False,3,True,listing://enduro-market/001005
2024-11-06,2024-11-30,market-snapshot,betamotor,evo 80 junior (2011 - 24),2011.0,,,2500,,,privato,False,3,True,listing://enduro-market/001006
2024-11-07,2024-11-30,market-snapshot,betamotor,alp 200 (2021 - 24),2021.0,3199.0,200.0,4400,lombardia,co,concessionario altre marche,False,3,True,listing://enduro-market/001007
2024-11-07,2024-11-30,market-snapshot,betamotor,evo 290 2t (2010 - 11),2010.0,1.0,,2200,lombardia,co,concessionario altre marche,True,3,True,listing://enduro-market/001008
2024-11-07,2024-11-30,market-snapshot,betamotor,rr 300 2t enduro (2019),2019.0,8300.0,300.0,4900,piemonte,vc,concessionario altre marche,True,3,True,listing://enduro-market/001009
2024-11-07,2024-11-30,market-snapshot,betamotor,rr 350 4t enduro racing (2021),2021.0,1332.0,350.0,7440,toscana,ar,concessionario altre marche,False,3,True,listing://enduro-market/001010
2024-11-07,2024-11-30,market-snapshot,betamotor,rr 50 enduro racing (2015 - 18),2015.0,6800.0,,2700,toscana,ar,concessionario altre marche,False,3,True,listing://enduro-market/001011
2024-11-07,2024-11-30,market-snapshot,betamotor,rr 50 motard (2018 - 20),2018.0,7900.0,,2500,campania,av,concessionario ufficiale betamotor,False,3,True,listing://enduro-market/001012
2024-11-08,2024-11-30,market-snapshot,betamotor,rr 300 2t enduro (2020),2020.0,68.0,300.0,4800,piemonte,to,privato,True,3,True,listing://enduro-market/001013
2024-11-08,2024-11-30,market-snapshot,betamotor,rr 300 2t enduro (2022),2022.0,3500.0,300.0,5700,marche,an,privato,True,3,True,listing://enduro-market/001014
2024-11-08,2024-11-30,market-snapshot,betamotor,rr 50 enduro (2011 - 18),2011.0,3075.0,,2500,lombardia,mb,rivenditore,False,3,True,listing://enduro-market/001015
2024-11-08,2024-11-30,market-snapshot,betamotor,rr 50 motard (2011 - 18),2011.0,10000.0,,2500,toscana,lu,concessionario altre marche,False,3,True,listing://enduro-market/001016
2024-11-08,2024-11-30,market-snapshot,betamotor,rr 50 motard (2013),2013.0,,,2500,,,privato,False,3,True,listing://enduro-market/001017
2024-11-09,2024-11-30,market-snapshot,betamotor,alp 200 4t (1999 - 06),1999.0,3171.0,200.0,2000,umbria,pg,concessionario altre marche,False,3,True,listing://enduro-market/001018
2024-11-09,2024-11-30,market-snapshot,betamotor,rr 125 4t enduro lc (2021 - 23),2021.0,14000.0,125.0,3500,veneto,pd,privato,False,3,True,listing://enduro-market/001019
2024-11-09,2024-11-30,market-snapshot,betamotor,rr 300 2t enduro racing (2020),2020.0,6000.0,300.0,5500,marche,pu,privato,True,3,True,listing://enduro-market/001020
2024-11-09,2024-11-30,market-snapshot,betamotor,rr 50 enduro (2021 - 24),2021.0,5000.0,,3300,liguria,sp,privato,False,3,True,listing://enduro-market/001021
2024-11-10,2024-11-30,market-snapshot,betamotor,rr 125 4t motard lc (2021 - 23),2021.0,8400.0,125.0,3700,trentino-alto adige,tn,privato,False,3,True,listing://enduro-market/001022
2024-11-10,2024-11-30,market-snapshot,betamotor,rr 250 2t enduro (2022),2022.0,3000.0,250.0,6750,lombardia,va,rivenditore,True,3,True,listing://enduro-market/001023
2024-11-10,2024-11-30,market-snapshot,betamotor,rr 300 2t enduro (2021),2021.0,4226.0,300.0,6200,veneto,vi,concessionario altre marche,True,3,True,listing://enduro-market/001024
2024-11-10,2024-11-30,market-snapshot,betamotor,rr 300 2t enduro racing (2024),2024.0,49.0,300.0,8600,lombardia,va,concessionario altre marche,True,3,True,listing://enduro-market/001025
2024-11-14,2024-11-30,market-snapshot,ktm,1090 adventure s - l (2017 - 19),2017.0,44875.0,,7900,emilia-romagna,rn,concessionario altre marche,False,3,True,listing://enduro-market/001026
2024-11-18,2024-11-30,market-snapshot,husqvarna,fe 250 (2019),2019.0,48.0,250.0,6590,toscana,fi,concessionario ufficiale husqvarna,False,3,True,listing://enduro-market/001027
2024-11-18,2024-11-30,market-snapshot,husqvarna,te 300i (2021),2021.0,240.0,,6990,toscana,fi,concessionario ufficiale husqvarna,False,3,True,listing://enduro-market/001028
2024-11-18,2024-11-30,market-snapshot,husqvarna,vitpilen 401 (2021 - 23),2021.0,,,4990,,,concessionario ufficiale husqvarna,False,3,True,listing://enduro-market/001029
2024-11-18,2024-11-30,market-snapshot,husqvarna,vitpilen 401 (2024),2024.0,10.0,,6190,toscana,fi,concessionario ufficiale husqvarna,False,3,True,listing://enduro-market/001030
2024-11-18,2024-11-30,market-snapshot,husqvarna,vitpilen 701 (2018 - 19),2018.0,15769.0,701.0,6190,toscana,fi,concessionario ufficiale husqvarna,False,3,True,listing://enduro-market/001031
2024-11-25,2024-11-30,market-snapshot,husqvarna,te 125 (2025),2025.0,9.0,125.0,9650,toscana,fi,concessionario ufficiale husqvarna,False,3,True,listing://enduro-market/001032
2024-11-26,2024-11-30,market-snapshot,husqvarna,te 250 (2017),2017.0,160.0,250.0,5990,toscana,fi,concessionario ufficiale husqvarna,False,3,True,listing://enduro-market/001033
2024-11-27,2024-11-30,market-snapshot,husqvarna,fc 450 (2023),2023.0,72.0,450.0,8490,toscana,fi,concessionario ufficiale husqvarna,False,3,True,listing://enduro-market/001034
2024-11-27,2024-11-30,market-snapshot,husqvarna,fe 250 (2020),2020.0,3000.0,250.0,5800,emilia-romagna,fc,privato,False,3,True,listing://enduro-market/001035
2024-11-28,2024-11-30,market-snapshot,ktm,690 duke r (2010 - 15),2010.0,64850.0,690.0,2900,emilia-romagna,rn,concessionario altre marche,False,3,True,listing://enduro-market/001036
2024-11-29,2024-11-30,market-snapshot,ktm,exc 250 f (2017),2017.0,,250.0,4650,,,concessionario altre marche,False,3,True,listing://enduro-market/001037
2024-11-29,2024-11-30,market-snapshot,ktm,exc 250 f six days (2016),2016.0,8894.0,250.0,4200,lazio,vt,concessionario ufficiale ktm,False,3,True,listing://enduro-market/001038
2024-11-29,2024-11-30,market-snapshot,ktm,exc 250 f six days (2023),2023.0,2500.0,250.0,7700,lombardia,co,concessionario ufficiale ktm,False,3,True,listing://enduro-market/001039
2024-12-01,2024-12-31,market-snapshot,ktm,exc 250 f (2023),2023.0,2000.0,250.0,7850,lombardia,pv,privato,False,3,True,listing://enduro-market/001040
2024-12-03,2024-12-31,market-snapshot,ktm,exc 250 f (2020),2020.0,250.0,250.0,6900,marche,an,concessionario ufficiale ktm,False,3,True,listing://enduro-market/001041
2024-12-03,2024-12-31,market-snapshot,ktm,exc 250 f (2020),2020.0,174.0,250.0,6000,marche,pu,concessionario ufficiale ktm,False,3,True,listing://enduro-market/001042
2024-12-03,2024-12-31,market-snapshot,ktm,exc 250 f (2022),2022.0,250.0,250.0,6800,lombardia,pv,privato,False,3,True,listing://enduro-market/001043
2024-12-03,2024-12-31,market-snapshot,ktm,exc 250 f (2023),2023.0,1.0,250.0,10500,piemonte,to,concessionario ufficiale ktm,False,3,True,listing://enduro-market/001044
2024-12-04,2024-12-31,market-snapshot,ktm,exc 250 f (2021),2021.0,2400.0,250.0,6500,lombardia,bg,rivenditore,False,3,True,listing://enduro-market/001045
2024-12-04,2024-12-31,market-snapshot,ktm,exc 250 f (2025),2025.0,5.0,250.0,10900,umbria,tr,concessionario ufficiale ktm,False,3,True,listing://enduro-market/001046
2024-12-20,2024-12-31,market-snapshot,ktm,250 exc tpi (2022),2022.0,3200.0,250.0,6800,marche,pu,concessionario altre marche,True,3,True,listing://enduro-market/001047
2024-12-20,2024-12-31,market-snapshot,ktm,250 exc tpi (2022),2022.0,3200.0,250.0,6800,marche,pu,concessionario altre marche,True,3,True,listing://enduro-market/001048
2024-12-23,2024-12-31,market-snapshot,ktm,1290 super adventure s (2021),2021.0,50000.0,,13300,emilia-romagna,re,concessionario altre marche,False,3,True,listing://enduro-market/001049
2024-12-25,2024-12-31,market-snapshot,ktm,85 sx (2024),2024.0,140.0,,4150,emilia-romagna,fc,concessionario ufficiale ktm,False,3,True,listing://enduro-market/001050
2024-12-30,2024-12-31,market-snapshot,ktm,890 adventure r rally (2024 - 25),2024.0,4500.0,,18900,emilia-romagna,pc,privato,False,3,True,listing://enduro-market/001051
